,id,score
0,L37504,0.8824266791343689
1,L37611,0.8679310083389282
2,L37506,0.8644409775733948
3,L37613,0.8607536554336548
4,L37527,0.8581671118736267
5,L37471,0.8568634390830994
6,L37631,0.8564913868904114
7,L37629,0.8529154658317566
8,L37578,0.8510881662368774
9,L37508,0.8507288694381714
10,L37612,0.8503445982933044
11,L51078,0.8467134237289429
12,L37531,0.8439478278160095
13,L37446,0.8417147397994995
14,L37507,0.8410943746566772
15,L53079,0.8400341272354126
16,L38022,0.837329089641571
17,L25024,0.8358675241470337
18,L52998,0.8355916738510132
19,L37511,0.8355494141578674
20,L37526,0.834945559501648
21,L37510,0.8343347311019897
22,L37496,0.833663821220398
23,L53248,0.8330715298652649
24,L51136,0.8324883580207825
25,L52806,0.831282913684845
26,L48256,0.8305649161338806
27,L52864,0.8299534916877747
28,L37497,0.8297624588012695
29,L747,0.8297317028045654
30,L48448,0.8294803500175476
31,L53056,0.8283587098121643
32,L55360,0.8283236026763916
33,L55302,0.8281387090682983
34,L37479,0.8278838396072388
35,L37505,0.8275743722915649
36,L47319,0.82719486951828
37,L47296,0.8266918063163757
38,L51159,0.8252267837524414
39,L25046,0.8245660662651062
40,L43072,0.8242713212966919
41,L3520,0.8241942524909973
42,L53271,0.8239433169364929
43,L89943,0.8234227299690247
44,L47238,0.823340117931366
45,L749,0.8227366805076599
46,L37580,0.8217509388923645
47,L25026,0.8200885057449341
48,L37572,0.8200619220733643
49,L607,0.8197722434997559
50,L40384,0.8184801340103149
51,L47127,0.8164640665054321
52,L55383,0.816041886806488
53,L89920,0.8160114288330078
54,L37448,0.8159147500991821
55,L47104,0.815380871295929
56,L52887,0.8153076767921448
57,L37450,0.814456045627594
58,L37513,0.8140220642089844
59,L37514,0.8133151531219482
60,L37451,0.8130534887313843
61,L37600,0.8111713528633118
62,L72832,0.8109990954399109
63,L37554,0.8106308579444885
64,L47680,0.8093476891517639
65,L37610,0.8088632822036743
66,L37542,0.808300793170929
67,L37519,0.8082497119903564
68,L40576,0.807400643825531
69,L25092,0.8073849678039551
70,L61888,0.8064584136009216
71,L77250,0.8061731457710266
72,L37483,0.8060790300369263
73,L37627,0.8059009909629822
74,L37568,0.8057865500450134
75,L37491,0.8057522177696228
76,L37588,0.8055943846702576
77,L53847,0.8055288195610046
78,L37473,0.804825484752655
79,L37494,0.804076075553894
80,L74335,0.8039399981498718
81,L37567,0.8037753701210022
82,L30400,0.8036375641822815
83,L37630,0.8035979270935059
84,L748,0.8034151196479797
85,L37477,0.8032697439193726
86,L29163,0.803019106388092
87,L37476,0.8028155565261841
88,L3522,0.8019793033599854
89,L37490,0.8008509874343872
90,L43264,0.800523042678833
91,L37516,0.8002340793609619
92,L37501,0.8001818060874939
93,L43199,0.7998406887054443
94,L47703,0.7995145916938782
95,L37488,0.7987928986549377
96,L37515,0.7986844778060913
97,L74368,0.7982729077339172
98,L47046,0.7979167699813843
99,L37456,0.7978247404098511
100,L52288,0.7978209853172302
101,L37534,0.7970218658447266
102,L51520,0.7967118620872498
103,L37623,0.7966421246528625
104,L37544,0.7963078022003174
105,L37561,0.7959408164024353
106,L37598,0.7958961725234985
107,L52480,0.7956438660621643
108,L43074,0.7952462434768677
109,L736,0.7951563000679016
110,L27328,0.795096755027771
111,L3524,0.7949999570846558
112,L53373,0.7948346138000488
113,L37454,0.7946121096611023
114,L37523,0.7945730090141296
115,L37594,0.794515073299408
116,L37533,0.7938295006752014
117,L53440,0.7937179207801819
118,L25030,0.7935077548027039
119,L72834,0.7933623194694519
120,L43095,0.793312668800354
121,L74475,0.7930201292037964
122,L52503,0.7927518486976624
123,L38080,0.7919679880142212
124,L37595,0.7919254899024963
125,L25133,0.7913134694099426
126,L37459,0.7911674976348877
127,L53824,0.7907215356826782
128,L51543,0.7904219627380371
129,L64192,0.7902172803878784
130,L37574,0.7900843620300293
131,L37540,0.7897303700447083
132,L27136,0.7895355224609375
133,L37463,0.7891570925712585
134,L25025,0.7890790104866028
135,L37575,0.788272500038147
136,L74477,0.7881467342376709
137,L27435,0.788006603717804
138,L37445,0.7870473861694336
139,L25021,0.7868266701698303
140,L724,0.7864733934402466
141,L53632,0.7864270806312561
142,L46336,0.7860134243965149
143,L53463,0.7854591012001038
144,L37565,0.7847336530685425
145,L37455,0.7845229506492615
146,L77248,0.7844807505607605
147,L53190,0.7843099236488342
148,L53181,0.7841938138008118
149,L37529,0.7841452360153198
150,L37487,0.7840214967727661
151,L37518,0.7838912606239319
152,L77316,0.7836510539054871
153,L43014,0.7834935784339905
154,L37512,0.7833813428878784
155,L74370,0.7833080291748047
156,L37628,0.7831056714057922
157,L37587,0.7830666303634644
158,L31083,0.7829157114028931
159,L37522,0.7827442288398743
160,L72855,0.7825883626937866
161,L48832,0.7819616198539734
162,L52589,0.7818483114242554
163,L37502,0.781659722328186
164,L52672,0.7816349267959595
165,L37562,0.7815665006637573
166,L37576,0.7814480066299438
167,L53655,0.7813624739646912
168,L734,0.7813619375228882
169,L47336,0.7813574075698853
170,L37559,0.7813230156898499
171,L7168,0.7813200354576111
172,L37624,0.7811601758003235
173,L49792,0.7810947895050049
174,L61911,0.780992329120636
175,L40407,0.7806622982025146
176,L27520,0.7806565165519714
177,L53252,0.7805675268173218
178,L53382,0.7804776430130005
179,L37543,0.7802223563194275
180,L59607,0.7802111506462097
181,L55552,0.7800732254981995
182,L37447,0.779924213886261
183,L23155,0.7797403335571289
184,L37457,0.7793532013893127
185,L38103,0.7790853977203369
186,L37521,0.7786784768104553
187,L55339,0.778657078742981
188,L43094,0.778657078742981
189,L92581,0.7784313559532166
190,L49216,0.7783967852592468
191,L53060,0.7783785462379456
192,L37555,0.7778083086013794
193,L50560,0.777737021446228
194,L88000,0.7776427268981934
195,L591,0.7774986028671265
196,L37525,0.7773237824440002
197,L733,0.7772420048713684
198,L3588,0.7766848802566528
199,L37603,0.7765664458274841
200,L37563,0.7763451933860779
201,L40599,0.7758880853652954
202,L94722,0.7758359909057617
203,L37465,0.7758069038391113
204,L37571,0.7756854295730591
205,L37596,0.775667667388916
206,L52868,0.7756016850471497
207,L53194,0.7754160165786743
208,L61504,0.775216817855835
209,L37621,0.7751449346542358
210,L37524,0.7750426530838013
211,L40583,0.7750207185745239
212,L37584,0.775008499622345
213,L46912,0.775003969669342
214,L63639,0.7748510837554932
215,L25003,0.7745617628097534
216,L27437,0.774444580078125
217,L51261,0.7743204236030579
218,L51904,0.7742674946784973
219,L51138,0.7742230892181396
220,L590,0.7742011547088623
221,L49984,0.7740907073020935
222,L47488,0.7738466262817383
223,L37599,0.7737680673599243
224,L48640,0.7737393379211426
225,L25131,0.7735192775726318
226,L48064,0.7732305526733398
227,L30507,0.7730986475944519
228,L55362,0.7729517817497253
229,L37625,0.7729445695877075
230,L637,0.7729002833366394
231,L48087,0.7727267742156982
232,L37498,0.7725397944450378
233,L51140,0.7724939584732056
234,L43076,0.77232426404953
235,L37616,0.7721055746078491
236,L24100,0.7719718813896179
237,L69952,0.7719200253486633
238,L27627,0.7717377543449402
239,L37609,0.7715769410133362
240,L72854,0.7713143229484558
241,L55485,0.7713143229484558
242,L52989,0.7712554931640625
243,L47511,0.7709643840789795
244,L49024,0.7709380984306335
245,L16159,0.7707920074462891
246,L72816,0.7706295251846313
247,L46935,0.7704576849937439
248,L69184,0.7704185843467712
249,L37550,0.7703577280044556
250,L43179,0.7700101137161255
251,L53270,0.769926905632019
252,L37509,0.7696259021759033
253,L3526,0.7696006298065186
254,L37536,0.7695457339286804
255,L96450,0.7693743109703064
256,L57088,0.769372820854187
257,L53241,0.7692654132843018
258,L667,0.7691267728805542
259,L51927,0.7689630389213562
260,L47622,0.7689462304115295
261,L48471,0.7687032222747803
262,L64384,0.768663763999939
263,L640,0.7686148285865784
264,L49239,0.7685566544532776
265,L96457,0.7684927582740784
266,L37474,0.7684689164161682
267,L50562,0.7683854699134827
268,L24640,0.7682499289512634
269,L767,0.7681469917297363
270,L53035,0.7681078314781189
271,L24983,0.7679852843284607
272,L59584,0.767869770526886
273,L25149,0.7678502798080444
274,L40386,0.7678146362304688
275,L37530,0.7678043842315674
276,L742,0.7677635550498962
277,L52866,0.7676399350166321
278,L48279,0.7675784230232239
279,L37888,0.7672187089920044
280,L25147,0.7672092318534851
281,L43840,0.7670546770095825
282,L37461,0.7668825387954712
283,L63232,0.7667310833930969
284,L37485,0.7666622996330261
285,L37453,0.7666568160057068
286,L6315,0.7666432857513428
287,L40000,0.7660878896713257
288,L53227,0.7660070061683655
289,L52290,0.7659054398536682
290,L716,0.7656615972518921
291,L6317,0.765641450881958
292,L37597,0.7656095623970032
293,L16299,0.7654163837432861
294,L53063,0.7653960585594177
295,L31936,0.7653771042823792
296,L37614,0.7652959823608398
297,L25117,0.7651833891868591
298,L27243,0.7651782035827637
299,L92577,0.7648288011550903
300,L55767,0.7647613286972046
301,L89154,0.7645949721336365
302,L37532,0.7645222544670105
303,L47421,0.7644456028938293
304,L92631,0.7642906904220581
305,L37607,0.7640957832336426
306,L37586,0.7640844583511353
307,L57472,0.7640239596366882
308,L37538,0.7638157606124878
309,L98752,0.7636896371841431
310,L74476,0.763687014579773
311,L25027,0.7636335492134094
312,L55364,0.7636044025421143
313,L44032,0.7635879516601562
314,L54400,0.7635573744773865
315,L2091,0.7634802460670471
316,L89922,0.7632805705070496
317,L37601,0.7630865573883057
318,L8212,0.7630189061164856
319,L16084,0.7628008723258972
320,L74436,0.7627637386322021
321,L53255,0.7626475095748901
322,L52991,0.7626060843467712
323,L51263,0.7625909447669983
324,L53375,0.7625335454940796
325,L55723,0.7625285983085632
326,L25028,0.7625093460083008
327,L7170,0.7624435424804688
328,L6292,0.7623370885848999
329,L40605,0.7620055079460144
330,L18859,0.7619866132736206
331,L53574,0.7619631886482239
332,L71296,0.761940062046051
333,L89862,0.7618954181671143
334,L37606,0.7618432641029358
335,L746,0.7615181803703308
336,L15725,0.7613308429718018
337,L37590,0.7612283825874329
338,L90045,0.7612243294715881
339,L37478,0.7610592246055603
340,L20203,0.7609993815422058
341,L6246,0.7609993815422058
342,L3542,0.7609352469444275
343,L19547,0.7608351111412048
344,L36077,0.7607909440994263
345,L36075,0.7606810331344604
346,L73408,0.760539174079895
347,L56320,0.7605374455451965
348,L24968,0.7604373693466187
349,L37467,0.7601916193962097
